default	0	02:47:59.205	104.10	0
default	1	02:47:59.222	104.06	0
default	2	02:47:59.283	104.06	0
default	3	02:47:59.344	104.06	0
default	4	02:47:59.406	104.06	0
default	5	02:47:59.470	104.10	0
default	6	02:47:59.532	104.03	0
default	7	02:47:59.595	104.06	0
default	8	02:47:59.658	104.06	0
default	9	02:47:59.720	104.06	0
default	10	02:47:59.783	104.13	0
default	11	02:47:59.845	104.23	0
default	12	02:47:59.908	104.37	0
default	13	02:47:59.970	104.62	0
default	14	02:48:00.034	104.92	0
default	15	02:48:00.094	105.22	0
default	16	02:48:00.160	105.58	0
default	17	02:48:00.220	105.87	0
default	18	02:48:00.283	106.11	0
default	19	02:48:00.345	106.30	0
default	20	02:48:00.410	106.47	0
default	21	02:48:00.470	106.60	0
default	22	02:48:00.532	106.80	0
default	23	02:48:00.595	106.90	0
default	24	02:48:00.657	107.14	0
default	25	02:48:00.720	107.36	0
default	26	02:48:00.782	107.51	0
default	27	02:48:00.845	107.66	0
default	28	02:48:00.907	107.79	0
default	29	02:48:00.970	107.89	0
default	30	02:48:01.032	107.98	0
default	31	02:48:01.095	108.05	0
default	32	02:48:01.159	108.15	0
default	33	02:48:01.220	108.25	0
default	34	02:48:01.282	108.38	0
default	35	02:48:01.345	108.41	0
default	36	02:48:01.407	108.38	0
default	37	02:48:01.470	108.41	0
default	38	02:48:01.532	108.38	0
default	39	02:48:01.595	108.31	0
default	40	02:48:01.658	108.18	0
default	41	02:48:01.720	107.88	0
default	42	02:48:01.783	107.56	0
default	43	02:48:01.845	107.19	0
default	44	02:48:01.910	106.90	0
default	45	02:48:01.970	106.60	0
default	46	02:48:02.035	106.34	0
default	47	02:48:02.095	106.11	0
default	48	02:48:02.158	105.91	0
default	49	02:48:02.221	105.51	0
default	50	02:48:02.284	105.25	0
default	51	02:48:02.345	105.15	0
default	52	02:48:02.410	104.99	0
default	53	02:48:02.470	104.75	0
default	54	02:48:02.532	104.56	0
default	55	02:48:02.595	104.42	0
default	56	02:48:02.657	104.36	0
default	57	02:48:02.720	104.29	0
default	58	02:48:02.782	104.16	0
default	59	02:48:02.845	104.06	0
default	60	02:48:02.907	104.03	0
default	61	02:48:02.970	103.95	0
default	62	02:48:03.032	103.83	0
default	63	02:48:03.095	103.83	0
default	64	02:48:03.157	103.80	0
default	65	02:48:03.220	103.67	0
default	66	02:48:03.282	103.60	0
default	67	02:48:03.345	103.67	0
default	68	02:48:03.409	103.57	0
default	69	02:48:03.470	103.60	0
default	70	02:48:03.532	103.50	0
default	71	02:48:03.595	103.54	0
default	72	02:48:03.658	103.54	0
default	73	02:48:03.720	103.54	0
default	74	02:48:03.783	103.51	0
default	75	02:48:03.845	103.50	0
default	76	02:48:03.908	103.57	0
default	77	02:48:03.970	103.67	0
default	78	02:48:04.033	103.80	0
default	79	02:48:04.095	103.96	0
default	80	02:48:04.160	104.16	0
default	81	02:48:04.220	104.36	0
default	82	02:48:04.284	104.49	0
default	83	02:48:04.345	104.72	0
default	84	02:48:04.408	104.99	0
default	85	02:48:04.470	105.22	0
default	86	02:48:04.534	105.51	0
default	87	02:48:04.595	105.78	0
default	88	02:48:04.657	106.04	0
default	89	02:48:04.720	106.27	0
default	90	02:48:04.782	106.47	0
default	91	02:48:04.845	106.70	0
default	92	02:48:04.908	106.90	0
default	93	02:48:04.970	107.06	0
default	94	02:48:05.032	107.26	0
default	95	02:48:05.095	107.42	0
default	96	02:48:05.157	107.62	0
default	97	02:48:05.220	107.80	0
default	98	02:48:05.282	107.98	0
default	99	02:48:05.345	108.12	0
default	100	02:48:05.407	108.28	0
default	101	02:48:05.470	108.41	0
default	102	02:48:05.532	108.51	0
default	103	02:48:05.595	108.54	0
default	104	02:48:05.658	108.68	0
default	105	02:48:05.720	108.71	0
default	106	02:48:05.783	108.61	0
default	107	02:48:05.845	108.58	0
default	108	02:48:05.909	108.61	0
default	109	02:48:05.970	108.48	0
default	110	02:48:06.033	108.28	0
default	111	02:48:06.095	108.04	0
